nlp_text,property_apartment,property_house,property_villa,property_land,property_commercial,transaction_sale,transaction_rent,transaction_negotiable,transaction_urgent,condition_new_or_renovated,condition_needs_renovation,comfort_furnished,comfort_air_conditioning,comfort_heating,comfort_parking_or_garage,comfort_elevator,comfort_balcony_or_terrace,comfort_garden,comfort_pool,comfort_security,comfort_double_glazing,location_sea_view,location_near_beach,location_near_school,location_near_transport,location_city_center,standing_luxury,standing_high_quality_finishing,signal_low_quality_or_vague
Governorate: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""réf : m170 | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: ""réf : m170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Title: [Réf:3339918] Appartement nawres | Description: agence immobilière elkarama met en vente un appartement  2 étage qui se compose d'un salon deux chambres coucher  cuisine équipée salle de bain  balcon place parking  sans ascenseur  situé mourouj 5 prés  satiation  taxi jama3i et toutes commodités pour plus d'infos contactez et voir photos sur page facebook agence immobilière elkarama ou telephone 94626888ou93731099 ou 93 983 916 | Property type: Appartement | Transaction type: vente | Governorate: Ben Arous | Zone: El Mourouj,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1
"Description: ""agence immobilière elkarama met  en vente un bel appartement s 3  2eme   étage situé dans une résidence  au mourouj  3 bien sécurisée et près de toutes  commodités  collège rachidia  monoprix | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Title: ""agence immobilière elkarama met  en vente un bel appartement s 3  2eme   étage situé dans une résidence  au mourouj  3 bien sécurisée et près de toutes  commodités  collège rachidia  monoprix | Property type: métro poste se composé de salon 3chambres à coucher  cuisine équipée salle de bain",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Description: 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""agence med ali zaeir el manar 2 met a votre disposition un appartement s+4 haut standing au rez-de-chaussée a vendre situé a manouba prés de palais kobbet el nehas. | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Title: ""agence med ali zaeir el manar 2 met a votre disposition un appartement s+4 haut standing au rez-de-chaussée a vendre situé a manouba prés de palais kobbet el nehas. | Description: 1.0",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""agence med ali zaeir el manar 2 met a vendre un appartement s+3 haut standing au 3éme étage (avec ascenseur) situé a manouba prés de palais kobbet el nehas. | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Title: ""agence med ali zaeir el manar 2 met a vendre un appartement s+3 haut standing au 3éme étage (avec ascenseur) situé a manouba prés de palais kobbet el nehas. | Description: 1.0 | Transaction type: 1.0",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""sweet home vous propose à la vente un appartement s+1 haut standing prés slim school  composé de : | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Title: ""sweet home vous propose à la vente un appartement s+1 haut standing prés slim school  composé de : | Description: 1.0",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Title: [Réf:3447624] Opportunité s1 chotrana | Description: opportunité s1 à sidi salah chotrana 1 soukra en deuxieme etage avec abris de voiture | Property type: Appartement | Transaction type: vente | Governorate: Ariana | Zone: La Soukra,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""agence med ali zaeir el manar 2 met a votre disposition un appartement s+2 haut standing au 1er étage (avec ascenseur) a vendre situé a manouba prés de palais kobbet el nehas. | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Title: ""agence med ali zaeir el manar 2 met a votre disposition un appartement s+2 haut standing au 1er étage (avec ascenseur) a vendre situé a manouba prés de palais kobbet el nehas. | Description: 1.0 | Transaction type: 1.0",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Title: [Réf:3146582] Appartement haut standing  pour famille | Description: a vendre appartement haut standing a hammam sousse cite de le plage 2  surface 180 m² composé 03 chambres salon cuisine équiper salle de bain terrasse extensible titre de propriété | Property type: Appartement | Transaction type: vente | Governorate: Sousse | Zone: Hammam Sousse,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"Description: ""agence immobilière immoliv vous propose à la vente un appartement s3 direct promoteur qui s'étale sur une superficie de 138m² situé au 1er étage dans une petite résidence r2 à chotrana 1. | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: ""agence immobilière immoliv vous propose à la vente un appartement s3 direct promoteur qui s'étale sur une superficie de 138m² situé au 1er étage dans une petite résidence r2 à chotrana 1. | Description: 1.0",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""agence immobilière le carré 9 vous propose à la vente un appartement s3 direct promoteur d'une superficie de 168m² situé au 2ème étage d'une résidence gardée et sécurisée à la nouvelle soukra. | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Description: une salle d'eau pour les invités. | Transaction type: micro-ondes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: ""agence immobilière le carré 9 vous propose à la vente un appartement s3 direct promoteur d'une superficie de 168m² situé au 2ème étage d'une résidence gardée et sécurisée à la nouvelle soukra. | Description: 1.0",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Description: une salle d'eau pour les invités. | Transaction type: micro-ondes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""réf:m167 | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: ""réf:m167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Title: [Réf:3450350] Appt s plus un dans résidence gardée | Description: un appartement grand salon et une chambre avec cuisine et séchoir au 1 ère étage dans résidence calme gardée et en r+2 seulement et une grande place de parking au sous-sol. avec prix intéressant! | Property type: Appartement | Transaction type: vente | Governorate: Manouba | Zone: Mannouba,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Description: ""agence med ali zaier el manar 2 met a votre disposition un spacieux appartement s+3 au rdc a vendre situé entre omrane supérieur et manar 1. | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: ""agence med ali zaier el manar 2 met a votre disposition un spacieux appartement s+3 au rdc a vendre situé entre omrane supérieur et manar 1. | Description: 1.0 | Governorate: 1.0",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""agence el karama met en vente un appartement s+2 à mourouj 1. | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: ""agence el karama met en vente un appartement s+2 à mourouj 1.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""agence immobilière le carré 9 vous propose à la vente un appartement s+2  neuf direct promoteur d'une superficie de 177.5m² situé au 3éme étage d'une  résidence gardée et sécurisée  avec double ascenseurs et une piscine couverte collective chauffée à ain zaghouan nord. | Transaction type: vente",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Title: ""agence immobilière le carré 9 vous propose à la vente un appartement s+2  neuf direct promoteur d'une superficie de 177.5m² situé au 3éme étage d'une  résidence gardée et sécurisée  avec double ascenseurs et une piscine couverte collective chauffée à ain zaghouan nord. | Description: 1.0 | Transaction type: 1.0",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""ag capital se propose de vous présenter un bel appartement | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: ""ag capital se propose de vous présenter un bel appartement",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""emplacement stratégique  idéal investissement locatif | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: ""emplacement stratégique  idéal investissement locatif | Description: 1.0 | Transaction type: 1.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""types d'appartements disponibles : | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: ""types d'appartements disponibles :",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Title: [Réf:3112788] Appartement haut standing en rez de chaussé | Description: a vendre appartement haut standing en rez de chaussé a hammam sousse el kantaoui prêt de la mer surface couvert 100 m² surface terrasse 100 m² composé 03 chambres salon cuisine équiper salle de bain titre foncier | Property type: Appartement | Transaction type: vente | Governorate: Sousse | Zone: Hammam Sousse,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Title: [Réf:3126942] Appartement haut standing neuf | Description: a vendre appartement haut standing neuf a sahloul 4 surface 100 m² composé 02 chambres salon cuisine équiper salle de bain salle d'eau terrasse jardin place parking titre foncier | Property type: Appartement | Transaction type: vente | Governorate: Sousse | Zone: Sousse Jaouhara,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"Description: ""a vendre un appartement s+3 retapé à  cité ennasr | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: ""a vendre un appartement s+3 retapé à  cité ennasr | Description: 1.0",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""agence immobilière le carré 9 met à la vente un appartement s+2 neuf de 118.79m² disponible au au 7éme étage dans une résidence sécurisée et à proximité de toute les commodités à cité les palmeraies | Transaction type: vente",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Title: ""agence immobilière le carré 9 met à la vente un appartement s+2 neuf de 118.79m² disponible au au 7éme étage dans une résidence sécurisée et à proximité de toute les commodités à cité les palmeraies | Description: 1.0 | Property type: aouina.",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""découvrez ce charmant appartement s+3 | Transaction type: vente | Governorate: lumineux et idéalement placé au coeur d'ariana ville.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: ""découvrez ce charmant appartement s+3 | Description: 1.0 | Property type: situé au 1er étage | Zone: lumineux et idéalement placé au coeur d'ariana ville.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""nous vous proposons à la vente trois appartements | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transaction type: et deux balcons ;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: ""nous vous proposons à la vente trois appartements | Property type: chacun d'une superficie de 100 m² qui sont situés a cité universitaire.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transaction type: et deux balcons ;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""nous vous proposons à la vente trois appartements | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transaction type: et deux balcons ;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: ""nous vous proposons à la vente trois appartements | Property type: chacun d'une superficie de 100 m² qui sont situés a cité universitaire.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transaction type: et deux balcons ;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""on vous propose à la vente un charmant appartement s+2 situé dans une résidence gardée et sécurisée | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Title: ""on vous propose à la vente un charmant appartement s+2 situé dans une résidence gardée et sécurisée | Description: 1.0 | Property type: au 1er étage",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""réf : m196 | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: ""réf : m196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""vip real estate vous propose un bel appartement s2 d?une superficie de 106 m² situé au 1er étage d?une résidence avec ascenseur. | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: ""vip real estate vous propose un bel appartement s2 d?une superficie de 106 m² situé au 1er étage d?une résidence avec ascenseur. | Transaction type: 1.0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""#a vendre #ne rater pas l'occasion | Transaction type: vente",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: ""#a vendre #ne rater pas l'occasion",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""description | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: ""description | Transaction type: 1.0 | Governorate: 1.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""(#à vendre)#directe promoteur | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: ""(#à vendre)#directe promoteur",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""residence r+5 | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: ""residence r+5 | Description: 1.0 | Transaction type: 1.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""appartement rez de c haussée 5 pièces immeuble essanaouber 41 dérrière la municipalité hammam chatt tout prés de l'arrêt du métro  superficie 120 m² se compose de 4 chambres salon cuisine agencée hall salle de bain | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Title: ""appartement rez de c haussée 5 pièces immeuble essanaouber 41 dérrière la municipalité hammam chatt tout prés de l'arrêt du métro  superficie 120 m² se compose de 4 chambres salon cuisine agencée hall salle de bain | Property type: salle d'eau dégagé sur le jardin des trois cotés alimenté en eau steg et gaz  de ville balcon bien orienté vers l'est parking des voisins",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Description: 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""à denden on vend un appartement au 4iéme étage 98mc. | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: ""à denden on vend un appartement au 4iéme étage 98mc. | Description: 1.0",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""pour habitation ou investissement | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: ""pour habitation ou investissement | Description: 1.0 | Transaction type: 1.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""(210000d) bel appartement avec titre foncier individuel | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transaction type: four et machine à laver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: 2.0 | Property type: ""(210000d) bel appartement avec titre foncier individuel | Transaction type: Ariana | Zone: cet appartement est composé essentiellement de :",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transaction type: four et machine à laver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: exact,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Title: [Réf:3372431] Appartement 2 pièces et salon | Description: a vendre jolie appartement situé au 3etage etage au cité olympique rades  composé d'un salon plus 2 chambres cuisine équipée sdb climatiseur et place de parking titre foncier individuel tel 21042011 | Property type: Appartement | Transaction type: vente | Governorate: Ben Arous | Zone: Rades,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Description: ""ketata.immo | Transaction type: vente | Governorate: au quatrième  (04)  étage   avec  double  ascenseur.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: dressing | Transaction type: aluminium en pvc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: ""ketata.immo | Description: 1.0 | Property type: vous propose à la   vente à  la #soukra parc | Transaction type: 1.0 | Governorate: 1.0 | Zone: au quatrième  (04)  étage   avec  double  ascenseur.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: dressing | Transaction type: aluminium en pvc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""a vendre un rdc s+2 + terrasse 45 m2 climatisé état neuf | Transaction type: vente",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Title: ""a vendre un rdc s+2 + terrasse 45 m2 climatisé état neuf | Property type: sur la route el mansoura vue sur le fort de kelibia",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Description: 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""ketata immo | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: ""ketata immo | Property type: met en vente à omrane supérieur dans un nouveau immeuble des appartements neuf",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""un grand appartement ( avec titre foncier ) | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transaction type: cuisine et un séchoir.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: ""un grand appartement ( avec titre foncier )",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transaction type: cuisine et un séchoir.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""- on met à la vente un appartement s+3 d'une superficie totale de 133m² situé au 3éme étage sans ascenseur situé dans une résidence sécurisée et proche de toutes les commodités à l'ariana. | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Title: ""- on met à la vente un appartement s+3 d'une superficie totale de 133m² situé au 3éme étage sans ascenseur situé dans une résidence sécurisée et proche de toutes les commodités à l'ariana. | Description: 1.0 | Transaction type: 1.0",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""réf : m190 | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: ""réf : m190 | Transaction type: 1.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""agence immobilière immoliv vous propose à la vente un appartement s+2 direct promoteur qui s'étale sur une superficie de 119.80m² et d'une superficie extérieure de 76.53m² situé au rdc dans une petite résidence r+2 à chotrana 2. | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: ""agence immobilière immoliv vous propose à la vente un appartement s+2 direct promoteur qui s'étale sur une superficie de 119.80m² et d'une superficie extérieure de 76.53m² situé au rdc dans une petite résidence r+2 à chotrana 2. | Description: 1.0",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
